Date,Pollster,Sample size,Fianna Fáil,Fine Gael,Sinn Féin,Labour,Green Party,Independents/Other,Social Democrats,Solidarity-People Before Profit,Aontú,Sinn Féin (estimate),SF lower,SF upper,Fine Gael (estimate),FG lower,FG upper,Fianna Fáil (estimate),FF lower,FF upper,Labour (estimate),Lab lower,Lab upper,Green Party (estimate),GP lower,GP upper,Social Democrats (estimate),SocDem lower,SocDem upper,Solidarity-People Before Profit (estimate),S-PBP lower,S-PBP upper,Aontú (estimate),Aon lower,Aon upper,Independents/Other (estimate),Ind/Oth lower,Ind/Oth upper
01/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020,,,,,,,,,,,,24.49%,24.49%,24.49%,20.90%,20.89%,20.90%,22.20%,22.19%,22.20%,4.40%,4.40%,4.41%,7.10%,7.10%,7.11%,2.90%,2.90%,2.91%,2.60%,2.60%,2.61%,1.90%,1.90%,1.91%,13.50%,13.49%,13.50%
09/02/2020,,,,,,,,,,,,24.58%,24.29%,24.88%,20.99%,20.42%,21.52%,22.07%,21.57%,22.57%,4.41%,4.29%,4.51%,7.09%,6.81%,7.35%,2.91%,2.75%,3.08%,2.61%,2.54%,2.68%,1.91%,1.84%,1.98%,13.43%,12.81%,14.10%
10/02/2020,,,,,,,,,,,,24.68%,24.28%,25.11%,21.09%,20.29%,21.84%,21.96%,21.25%,22.67%,4.41%,4.25%,4.55%,7.07%,6.69%,7.44%,2.91%,2.68%,3.14%,2.62%,2.52%,2.71%,1.91%,1.81%,2.01%,13.35%,12.49%,14.22%
11/02/2020,,,,,,,,,,,,24.78%,24.27%,25.31%,21.20%,20.28%,22.12%,21.83%,20.95%,22.69%,4.41%,4.21%,4.59%,7.06%,6.58%,7.50%,2.91%,2.64%,3.17%,2.63%,2.51%,2.75%,1.91%,1.79%,2.03%,13.27%,12.25%,14.30%
12/02/2020,,,,,,,,,,,,24.88%,24.32%,25.48%,21.29%,20.27%,22.31%,21.70%,20.72%,22.64%,4.42%,4.18%,4.61%,7.05%,6.50%,7.60%,2.91%,2.61%,3.23%,2.64%,2.50%,2.77%,1.91%,1.77%,2.05%,13.20%,12.08%,14.36%
13/02/2020,,,,,,,,,,,,24.98%,24.35%,25.65%,21.39%,20.27%,22.54%,21.57%,20.48%,22.63%,4.42%,4.14%,4.64%,7.04%,6.45%,7.61%,2.91%,2.57%,3.26%,2.65%,2.49%,2.80%,1.92%,1.76%,2.07%,13.12%,11.83%,14.38%
14/02/2020,,,,,,,,,,,,25.07%,24.39%,25.79%,21.50%,20.28%,22.71%,21.45%,20.28%,22.56%,4.42%,4.11%,4.65%,7.02%,6.35%,7.64%,2.91%,2.55%,3.28%,2.65%,2.48%,2.82%,1.92%,1.74%,2.08%,13.05%,11.72%,14.41%
15/02/2020,,,,,,,,,,,,25.17%,24.45%,25.95%,21.59%,20.25%,22.84%,21.32%,20.06%,22.48%,4.43%,4.10%,4.68%,7.01%,6.29%,7.64%,2.91%,2.52%,3.31%,2.66%,2.49%,2.85%,1.92%,1.73%,2.09%,12.98%,11.60%,14.45%
16/02/2020,,,,,,,,,,,,25.27%,24.50%,26.10%,21.71%,20.30%,23.03%,21.19%,19.85%,22.42%,4.43%,4.06%,4.69%,7.00%,6.26%,7.67%,2.91%,2.50%,3.34%,2.67%,2.49%,2.87%,1.92%,1.72%,2.10%,12.89%,11.46%,14.38%
17/02/2020,,,,,,,,,,,,25.36%,24.55%,26.25%,21.81%,20.33%,23.23%,21.07%,19.64%,22.34%,4.43%,4.05%,4.71%,6.98%,6.18%,7.67%,2.91%,2.50%,3.33%,2.68%,2.48%,2.88%,1.93%,1.72%,2.12%,12.82%,11.36%,14.39%
18/02/2020,,,,,,,,,,,,25.46%,24.60%,26.41%,21.92%,20.37%,23.38%,20.94%,19.50%,22.22%,4.44%,4.03%,4.73%,6.97%,6.16%,7.68%,2.91%,2.47%,3.35%,2.69%,2.48%,2.90%,1.93%,1.71%,2.13%,12.75%,11.29%,14.33%
19/02/2020,,,,,,,,,,,,25.56%,24.68%,26.54%,22.03%,20.44%,23.43%,20.82%,19.41%,22.17%,4.44%,4.00%,4.75%,6.95%,6.14%,7.68%,2.91%,2.44%,3.38%,2.70%,2.48%,2.92%,1.93%,1.70%,2.13%,12.67%,11.18%,14.26%
20/02/2020,,,,,,,,,,,,25.66%,24.74%,26.68%,22.12%,20.52%,23.61%,20.70%,19.24%,22.04%,4.44%,3.98%,4.77%,6.94%,6.09%,7.68%,2.91%,2.45%,3.38%,2.71%,2.48%,2.94%,1.93%,1.69%,2.14%,12.60%,11.11%,14.13%
21/02/2020,,,,,,,,,,,,25.75%,24.80%,26.84%,22.22%,20.63%,23.73%,20.57%,19.10%,21.92%,4.45%,3.96%,4.79%,6.92%,6.04%,7.68%,2.91%,2.44%,3.39%,2.71%,2.48%,2.97%,1.93%,1.68%,2.15%,12.52%,11.01%,14.01%
22/02/2020,,,,,,,,,,,,25.80%,24.83%,26.90%,22.41%,20.75%,24.00%,20.51%,18.96%,21.94%,4.44%,3.93%,4.78%,6.91%,6.02%,7.72%,2.90%,2.41%,3.38%,2.71%,2.48%,2.97%,1.93%,1.66%,2.15%,12.39%,10.82%,13.96%
23/02/2020,,,,,,,,,,,,25.85%,24.80%,26.98%,22.59%,20.91%,24.23%,20.45%,18.89%,21.95%,4.44%,3.90%,4.80%,6.89%,5.98%,7.73%,2.88%,2.38%,3.36%,2.72%,2.46%,2.97%,1.92%,1.65%,2.15%,12.26%,10.61%,13.96%
24/02/2020,,,,,,,,,,,,25.90%,24.82%,27.05%,22.77%,21.03%,24.46%,20.38%,18.76%,21.86%,4.44%,3.88%,4.80%,6.88%,5.90%,7.75%,2.87%,2.34%,3.36%,2.72%,2.46%,2.97%,1.92%,1.63%,2.16%,12.13%,10.50%,13.82%
25/02/2020,Behaviour & Attitudes,917,20,18,35,3,6,12,2,3,1,25.94%,24.83%,27.12%,22.95%,21.18%,24.74%,20.31%,18.65%,21.82%,4.44%,3.87%,4.81%,6.87%,5.86%,7.75%,2.85%,2.32%,3.35%,2.72%,2.45%,2.97%,1.92%,1.62%,2.15%,12.01%,10.34%,13.67%
26/02/2020,,,,,,,,,,,,25.98%,24.82%,27.16%,23.13%,21.30%,24.97%,20.25%,18.59%,21.78%,4.44%,3.85%,4.82%,6.85%,5.83%,7.74%,2.84%,2.29%,3.34%,2.72%,2.45%,2.98%,1.91%,1.60%,2.15%,11.88%,10.16%,13.62%
27/02/2020,,,,,,,,,,,,26.03%,24.87%,27.21%,23.31%,21.44%,25.17%,20.20%,18.50%,21.75%,4.44%,3.83%,4.82%,6.83%,5.81%,7.75%,2.82%,2.28%,3.33%,2.72%,2.44%,2.99%,1.91%,1.59%,2.15%,11.74%,10.03%,13.43%
28/02/2020,,,,,,,,,,,,26.08%,24.88%,27.29%,23.50%,21.64%,25.41%,20.13%,18.35%,21.72%,4.43%,3.83%,4.83%,6.82%,5.78%,7.71%,2.81%,2.26%,3.32%,2.72%,2.44%,3.00%,1.90%,1.58%,2.16%,11.61%,9.89%,13.24%
29/02/2020,,,,,,,,,,,,26.12%,24.91%,27.36%,23.69%,21.79%,25.58%,20.07%,18.29%,21.66%,4.43%,3.82%,4.83%,6.80%,5.76%,7.71%,2.79%,2.24%,3.31%,2.72%,2.42%,3.00%,1.90%,1.57%,2.15%,11.47%,9.82%,13.16%
01/03/2020,,,,,,,,,,,,26.16%,24.96%,27.46%,23.88%,21.98%,25.76%,19.99%,18.26%,21.62%,4.43%,3.81%,4.84%,6.79%,5.73%,7.72%,2.78%,2.24%,3.30%,2.72%,2.41%,3.00%,1.90%,1.56%,2.16%,11.35%,9.67%,13.04%
02/03/2020,,,,,,,,,,,,26.21%,25.01%,27.52%,24.08%,22.20%,25.97%,19.92%,18.12%,21.57%,4.43%,3.80%,4.84%,6.78%,5.73%,7.70%,2.76%,2.21%,3.30%,2.72%,2.40%,2.99%,1.89%,1.55%,2.15%,11.22%,9.54%,12.97%
03/03/2020,,,,,,,,,,,,26.25%,25.02%,27.57%,24.27%,22.42%,26.17%,19.85%,18.03%,21.51%,4.43%,3.79%,4.85%,6.76%,5.71%,7.73%,2.74%,2.19%,3.28%,2.72%,2.40%,2.99%,1.89%,1.54%,2.14%,11.09%,9.41%,12.84%
04/03/2020,,,,,,,,,,,,26.29%,25.02%,27.62%,24.48%,22.57%,26.40%,19.77%,18.00%,21.39%,4.42%,3.79%,4.86%,6.74%,5.70%,7.74%,2.73%,2.16%,3.26%,2.72%,2.39%,3.00%,1.88%,1.52%,2.14%,10.97%,9.26%,12.70%
05/03/2020,,,,,,,,,,,,26.29%,25.02%,27.63%,24.73%,22.85%,26.69%,19.78%,17.92%,21.43%,4.42%,3.77%,4.86%,6.73%,5.68%,7.73%,2.71%,2.14%,3.26%,2.71%,2.38%,3.00%,1.88%,1.52%,2.14%,10.74%,9.07%,12.52%
06/03/2020,,,,,,,,,,,,26.30%,25.01%,27.64%,25.00%,23.04%,26.96%,19.77%,17.94%,21.46%,4.41%,3.76%,4.86%,6.71%,5.63%,7.73%,2.71%,2.12%,3.25%,2.71%,2.36%,3.00%,1.88%,1.51%,2.15%,10.52%,8.80%,12.31%
07/03/2020,,,,,,,,,,,,26.31%,24.99%,27.66%,25.27%,23.32%,27.29%,19.76%,17.94%,21.46%,4.41%,3.75%,4.86%,6.69%,5.59%,7.70%,2.69%,2.09%,3.24%,2.70%,2.35%,2.99%,1.87%,1.50%,2.15%,10.30%,8.60%,12.05%
08/03/2020,,,,,,,,,,,,26.31%,24.98%,27.70%,25.53%,23.58%,27.62%,19.77%,17.93%,21.45%,4.40%,3.74%,4.86%,6.68%,5.58%,7.68%,2.68%,2.07%,3.25%,2.69%,2.34%,2.98%,1.87%,1.49%,2.15%,10.08%,8.38%,11.79%
09/03/2020,,,,,,,,,,,,26.31%,24.95%,27.74%,25.80%,23.79%,27.92%,19.75%,17.95%,21.48%,4.40%,3.71%,4.87%,6.66%,5.55%,7.68%,2.66%,2.05%,3.22%,2.69%,2.32%,2.98%,1.86%,1.47%,2.15%,9.86%,8.13%,11.59%
10/03/2020,Behaviour & Attitudes,912,19,21,35,3,6,12,1,3,0,26.31%,24.91%,27.72%,26.07%,24.00%,28.28%,19.75%,17.89%,21.48%,4.39%,3.72%,4.86%,6.64%,5.56%,7.71%,2.65%,2.04%,3.23%,2.68%,2.31%,2.98%,1.86%,1.46%,2.15%,9.65%,7.95%,11.40%
11/03/2020,,,,,,,,,,,,26.31%,24.89%,27.72%,26.34%,24.29%,28.55%,19.74%,17.89%,21.45%,4.39%,3.70%,4.86%,6.62%,5.51%,7.67%,2.64%,2.01%,3.22%,2.68%,2.29%,2.97%,1.85%,1.45%,2.15%,9.44%,7.77%,11.18%
12/03/2020,,,,,,,,,,,,26.30%,24.87%,27.75%,26.60%,24.45%,28.90%,19.75%,17.86%,21.49%,4.38%,3.69%,4.86%,6.60%,5.44%,7.65%,2.63%,1.99%,3.24%,2.67%,2.28%,2.97%,1.85%,1.43%,2.14%,9.23%,7.61%,10.98%
13/03/2020,,,,,,,,,,,,26.30%,24.82%,27.76%,26.86%,24.70%,29.15%,19.73%,17.86%,21.47%,4.37%,3.65%,4.86%,6.58%,5.47%,7.62%,2.62%,1.97%,3.23%,2.66%,2.25%,2.95%,1.84%,1.43%,2.14%,9.03%,7.37%,10.78%
14/03/2020,,,,,,,,,,,,26.29%,24.83%,27.79%,27.12%,24.89%,29.40%,19.72%,17.86%,21.49%,4.37%,3.68%,4.86%,6.56%,5.43%,7.65%,2.61%,1.96%,3.21%,2.65%,2.24%,2.95%,1.84%,1.42%,2.14%,8.84%,7.19%,10.61%
15/03/2020,,,,,,,,,,,,26.28%,24.78%,27.78%,27.38%,25.15%,29.72%,19.71%,17.83%,21.48%,4.36%,3.66%,4.86%,6.54%,5.38%,7.63%,2.60%,1.95%,3.20%,2.65%,2.23%,2.94%,1.83%,1.41%,2.14%,8.65%,7.03%,10.40%
16/03/2020,,,,,,,,,,,,26.27%,24.79%,27.79%,27.66%,25.41%,30.01%,19.69%,17.82%,21.46%,4.35%,3.63%,4.86%,6.51%,5.38%,7.61%,2.58%,1.92%,3.20%,2.64%,2.20%,2.93%,1.83%,1.40%,2.13%,8.47%,6.81%,10.16%
17/03/2020,,,,,,,,,,,,26.26%,24.75%,27.76%,27.92%,25.64%,30.29%,19.68%,17.85%,21.40%,4.34%,3.62%,4.85%,6.49%,5.34%,7.60%,2.57%,1.89%,3.19%,2.63%,2.19%,2.93%,1.82%,1.39%,2.14%,8.29%,6.62%,9.95%
18/03/2020,,,,,,,,,,,,26.25%,24.76%,27.81%,28.19%,25.92%,30.66%,19.66%,17.81%,21.45%,4.34%,3.65%,4.85%,6.47%,5.30%,7.53%,2.55%,1.89%,3.17%,2.62%,2.17%,2.93%,1.82%,1.39%,2.12%,8.11%,6.46%,9.74%
19/03/2020,,,,,,,,,,,,26.23%,24.68%,27.84%,28.46%,26.19%,30.99%,19.64%,17.81%,21.40%,4.33%,3.65%,4.85%,6.44%,5.30%,7.48%,2.54%,1.87%,3.15%,2.62%,2.15%,2.91%,1.81%,1.36%,2.12%,7.93%,6.28%,9.57%
20/03/2020,,,,,,,,,,,,26.21%,24.65%,27.83%,28.73%,26.44%,31.24%,19.61%,17.79%,21.35%,4.32%,3.61%,4.85%,6.42%,5.28%,7.47%,2.53%,1.84%,3.15%,2.61%,2.15%,2.91%,1.81%,1.36%,2.12%,7.76%,6.14%,9.34%
21/03/2020,,,,,,,,,,,,26.19%,24.64%,27.86%,29.00%,26.68%,31.50%,19.59%,17.74%,21.32%,4.31%,3.58%,4.84%,6.40%,5.23%,7.44%,2.51%,1.85%,3.13%,2.60%,2.13%,2.91%,1.80%,1.34%,2.12%,7.60%,6.02%,9.10%
22/03/2020,,,,,,,,,,,,26.17%,24.59%,27.83%,29.26%,26.94%,31.84%,19.57%,17.75%,21.28%,4.30%,3.57%,4.83%,6.38%,5.26%,7.43%,2.50%,1.84%,3.09%,2.59%,2.12%,2.90%,1.79%,1.35%,2.11%,7.43%,5.88%,8.96%
23/03/2020,,,,,,,,,,,,26.14%,24.55%,27.82%,29.56%,27.18%,32.08%,19.54%,17.74%,21.29%,4.29%,3.55%,4.83%,6.35%,5.24%,7.39%,2.48%,1.81%,3.09%,2.59%,2.10%,2.89%,1.79%,1.35%,2.11%,7.27%,5.76%,8.75%
24/03/2020,,,,,,,,,,,,26.12%,24.53%,27.79%,29.66%,27.26%,32.27%,19.47%,17.64%,21.25%,4.29%,3.54%,4.83%,6.35%,5.22%,7.42%,2.48%,1.80%,3.08%,2.58%,2.08%,2.89%,1.78%,1.33%,2.11%,7.27%,5.71%,8.79%
25/03/2020,Red C,1000,18,34,28,3,5,5,3,2,2,26.11%,24.53%,27.77%,29.75%,27.26%,32.43%,19.41%,17.59%,21.19%,4.28%,3.53%,4.83%,6.35%,5.22%,7.44%,2.47%,1.80%,3.09%,2.57%,2.09%,2.89%,1.78%,1.32%,2.11%,7.27%,5.69%,8.81%
26/03/2020,,,,,,,,,,,,26.10%,24.46%,27.81%,29.86%,27.37%,32.58%,19.35%,17.49%,21.22%,4.28%,3.50%,4.83%,6.35%,5.19%,7.49%,2.46%,1.77%,3.09%,2.57%,2.08%,2.88%,1.77%,1.31%,2.10%,7.26%,5.67%,8.80%
27/03/2020,,,,,,,,,,,,26.08%,24.46%,27.77%,29.95%,27.41%,32.75%,19.29%,17.42%,21.21%,4.27%,3.51%,4.82%,6.35%,5.20%,7.49%,2.46%,1.77%,3.12%,2.56%,2.06%,2.88%,1.76%,1.31%,2.10%,7.26%,5.73%,8.86%
28/03/2020,,,,,,,,,,,,26.07%,24.43%,27.73%,30.05%,27.49%,32.90%,19.23%,17.33%,21.13%,4.27%,3.51%,4.82%,6.36%,5.21%,7.51%,2.46%,1.77%,3.11%,2.56%,2.06%,2.88%,1.76%,1.30%,2.10%,7.26%,5.68%,8.83%
29/03/2020,,,,,,,,,,,,26.06%,24.40%,27.68%,30.14%,27.47%,32.93%,19.17%,17.26%,21.10%,4.26%,3.49%,4.82%,6.36%,5.18%,7.52%,2.45%,1.76%,3.11%,2.55%,2.05%,2.87%,1.75%,1.29%,2.09%,7.25%,5.62%,8.88%
30/03/2020,,,,,,,,,,,,26.04%,24.38%,27.71%,30.25%,27.68%,33.09%,19.10%,17.15%,21.10%,4.26%,3.50%,4.81%,6.36%,5.20%,7.51%,2.45%,1.77%,3.09%,2.55%,2.03%,2.87%,1.75%,1.28%,2.09%,7.25%,5.61%,8.85%
31/03/2020,,,,,,,,,,,,26.03%,24.33%,27.67%,30.34%,27.70%,33.16%,19.05%,17.15%,21.13%,4.25%,3.49%,4.81%,6.36%,5.18%,7.53%,2.44%,1.76%,3.09%,2.54%,2.01%,2.88%,1.74%,1.27%,2.09%,7.24%,5.58%,8.86%
01/04/2020,,,,,,,,,,,,26.02%,24.35%,27.66%,30.43%,27.81%,33.37%,18.98%,17.08%,21.03%,4.25%,3.48%,4.80%,6.37%,5.19%,7.56%,2.43%,1.75%,3.09%,2.54%,2.00%,2.88%,1.74%,1.27%,2.09%,7.24%,5.59%,8.87%
02/04/2020,,,,,,,,,,,,26.01%,24.37%,27.64%,30.52%,27.86%,33.44%,18.92%,16.99%,20.96%,4.24%,3.48%,4.80%,6.36%,5.16%,7.56%,2.43%,1.74%,3.10%,2.53%,1.98%,2.87%,1.73%,1.26%,2.09%,7.25%,5.59%,8.93%
03/04/2020,,,,,,,,,,,,26.00%,24.36%,27.64%,30.60%,27.88%,33.64%,18.87%,16.96%,20.94%,4.24%,3.45%,4.79%,6.37%,5.14%,7.58%,2.42%,1.75%,3.09%,2.53%,1.98%,2.87%,1.73%,1.24%,2.09%,7.25%,5.57%,8.98%
04/04/2020,,,,,,,,,,,,25.99%,24.34%,27.65%,30.70%,27.94%,33.74%,18.80%,16.90%,20.87%,4.23%,3.45%,4.80%,6.37%,5.14%,7.58%,2.42%,1.76%,3.10%,2.52%,1.98%,2.86%,1.72%,1.24%,2.08%,7.24%,5.57%,8.97%
05/04/2020,,,,,,,,,,,,25.97%,24.33%,27.68%,30.80%,28.04%,33.85%,18.74%,16.82%,20.80%,4.23%,3.43%,4.80%,6.38%,5.15%,7.56%,2.41%,1.75%,3.09%,2.51%,1.97%,2.86%,1.72%,1.23%,2.08%,7.23%,5.56%,8.97%
06/04/2020,,,,,,,,,,,,25.96%,24.34%,27.67%,30.89%,28.16%,33.99%,18.68%,16.71%,20.79%,4.22%,3.42%,4.78%,6.38%,5.17%,7.60%,2.41%,1.73%,3.09%,2.51%,1.96%,2.86%,1.71%,1.22%,2.07%,7.24%,5.59%,8.99%
07/04/2020,,,,,,,,,,,,25.95%,24.32%,27.68%,31.00%,28.22%,34.06%,18.62%,16.64%,20.73%,4.21%,3.43%,4.79%,6.37%,5.17%,7.58%,2.40%,1.72%,3.08%,2.50%,1.94%,2.85%,1.70%,1.22%,2.06%,7.24%,5.58%,8.97%
08/04/2020,,,,,,,,,,,,25.93%,24.33%,27.66%,31.09%,28.36%,34.28%,18.56%,16.61%,20.62%,4.21%,3.43%,4.79%,6.37%,5.14%,7.59%,2.40%,1.70%,3.08%,2.50%,1.94%,2.85%,1.70%,1.21%,2.05%,7.24%,5.52%,8.95%
09/04/2020,,,,,,,,,,,,25.92%,24.25%,27.64%,31.19%,28.39%,34.35%,18.51%,16.54%,20.61%,4.20%,3.44%,4.78%,6.37%,5.15%,7.60%,2.39%,1.70%,3.08%,2.49%,1.92%,2.84%,1.69%,1.20%,2.05%,7.24%,5.49%,8.90%
10/04/2020,,,,,,,,,,,,25.90%,24.26%,27.65%,31.29%,28.55%,34.36%,18.44%,16.48%,20.52%,4.20%,3.41%,4.79%,6.38%,5.16%,7.61%,2.38%,1.70%,3.08%,2.49%,1.91%,2.84%,1.69%,1.19%,2.04%,7.24%,5.41%,8.93%
11/04/2020,,,,,,,,,,,,25.89%,24.19%,27.64%,31.38%,28.58%,34.45%,18.38%,16.44%,20.46%,4.19%,3.41%,4.77%,6.38%,5.16%,7.61%,2.38%,1.69%,3.07%,2.48%,1.90%,2.83%,1.68%,1.17%,2.04%,7.24%,5.46%,8.91%
12/04/2020,,,,,,,,,,,,25.88%,24.21%,27.62%,31.47%,28.71%,34.56%,18.32%,16.35%,20.36%,4.19%,3.41%,4.76%,6.38%,5.15%,7.60%,2.37%,1.68%,3.07%,2.48%,1.89%,2.83%,1.68%,1.17%,2.04%,7.23%,5.48%,8.93%
13/04/2020,,,,,,,,,,,,25.86%,24.17%,27.57%,31.57%,28.83%,34.66%,18.27%,16.28%,20.31%,4.18%,3.42%,4.75%,6.38%,5.14%,7.64%,2.36%,1.67%,3.05%,2.47%,1.87%,2.83%,1.67%,1.16%,2.02%,7.23%,5.48%,8.94%
14/04/2020,,,,,,,,,,,,25.85%,24.14%,27.59%,31.67%,28.92%,34.73%,18.21%,16.29%,20.27%,4.18%,3.42%,4.75%,6.37%,5.18%,7.60%,2.36%,1.68%,3.06%,2.47%,1.87%,2.83%,1.66%,1.15%,2.02%,7.23%,5.45%,9.00%
15/04/2020,,,,,,,,,,,,25.84%,24.11%,27.57%,31.77%,29.04%,34.76%,18.15%,16.23%,20.22%,4.17%,3.40%,4.73%,6.37%,5.21%,7.60%,2.36%,1.67%,3.05%,2.46%,1.87%,2.82%,1.66%,1.13%,2.02%,7.23%,5.48%,8.96%
16/04/2020,,,,,,,,,,,,25.82%,24.17%,27.51%,31.87%,29.20%,34.90%,18.09%,16.19%,20.12%,4.16%,3.40%,4.73%,6.37%,5.21%,7.62%,2.35%,1.65%,3.04%,2.45%,1.85%,2.82%,1.65%,1.13%,2.02%,7.23%,5.48%,8.96%
17/04/2020,,,,,,,,,,,,25.80%,24.14%,27.51%,31.97%,29.33%,34.99%,18.03%,16.11%,20.01%,4.16%,3.39%,4.72%,6.38%,5.19%,7.59%,2.34%,1.66%,3.03%,2.45%,1.85%,2.82%,1.65%,1.12%,2.01%,7.23%,5.53%,8.92%
18/04/2020,,,,,,,,,,,,25.78%,24.13%,27.46%,32.06%,29.38%,34.96%,17.98%,16.00%,19.99%,4.15%,3.38%,4.72%,6.38%,5.19%,7.60%,2.34%,1.65%,3.03%,2.44%,1.84%,2.81%,1.64%,1.12%,2.01%,7.23%,5.53%,8.96%
19/04/2020,,,,,,,,,,,,25.77%,24.10%,27.46%,32.17%,29.43%,35.08%,17.91%,16.00%,19.94%,4.14%,3.37%,4.71%,6.38%,5.21%,7.57%,2.33%,1.65%,3.00%,2.44%,1.84%,2.81%,1.63%,1.10%,2.00%,7.23%,5.52%,8.93%
20/04/2020,,,,,,,,,,,,25.75%,24.12%,27.46%,32.26%,29.60%,35.21%,17.85%,16.00%,19.79%,4.14%,3.37%,4.71%,6.38%,5.22%,7.57%,2.32%,1.64%,3.00%,2.43%,1.82%,2.81%,1.63%,1.10%,2.00%,7.23%,5.55%,8.91%
21/04/2020,,,,,,,,,,,,25.74%,24.07%,27.47%,32.37%,29.77%,35.21%,17.79%,15.98%,19.68%,4.13%,3.36%,4.70%,6.38%,5.22%,7.56%,2.32%,1.64%,2.99%,2.43%,1.81%,2.81%,1.62%,1.08%,1.99%,7.22%,5.55%,8.90%
22/04/2020,,,,,,,,,,,,25.72%,24.09%,27.42%,32.47%,29.87%,35.24%,17.74%,15.92%,19.65%,4.12%,3.36%,4.69%,6.38%,5.26%,7.53%,2.31%,1.62%,3.00%,2.42%,1.80%,2.79%,1.62%,1.09%,1.99%,7.22%,5.58%,8.89%
23/04/2020,,,,,,,,,,,,25.71%,24.07%,27.40%,32.56%,30.01%,35.31%,17.68%,15.93%,19.57%,4.12%,3.36%,4.68%,6.38%,5.28%,7.52%,2.31%,1.63%,3.00%,2.42%,1.79%,2.79%,1.61%,1.08%,1.99%,7.22%,5.58%,8.93%
24/04/2020,,,,,,,,,,,,25.69%,24.06%,27.37%,32.66%,30.15%,35.30%,17.62%,15.81%,19.49%,4.11%,3.36%,4.67%,6.38%,5.28%,7.53%,2.30%,1.61%,2.98%,2.41%,1.80%,2.78%,1.61%,1.08%,1.98%,7.21%,5.62%,8.88%
25/04/2020,,,,,,,,,,,,25.67%,24.07%,27.37%,32.76%,30.32%,35.43%,17.57%,15.81%,19.37%,4.11%,3.35%,4.67%,6.38%,5.32%,7.52%,2.29%,1.62%,2.97%,2.41%,1.80%,2.78%,1.60%,1.07%,1.98%,7.21%,5.62%,8.82%
26/04/2020,,,,,,,,,,,,25.65%,24.03%,27.30%,32.87%,30.43%,35.36%,17.50%,15.78%,19.33%,4.10%,3.36%,4.66%,6.38%,5.31%,7.49%,2.29%,1.59%,2.95%,2.40%,1.79%,2.78%,1.60%,1.07%,1.97%,7.21%,5.60%,8.78%
