Date,Pollster,Sample size,Fianna Fáil,Fine Gael,Sinn Féin,Labour,Green Party,Independents/Other,Social Democrats,Solidarity-People Before Profit,Aontú,Sinn Féin (estimate),SF lower,SF upper,Fine Gael (estimate),FG lower,FG upper,Fianna Fáil (estimate),FF lower,FF upper,Labour (estimate),Lab lower,Lab upper,Green Party (estimate),GP lower,GP upper,Social Democrats (estimate),SocDem lower,SocDem upper,Solidarity-People Before Profit (estimate),S-PBP lower,S-PBP upper,Aontú (estimate),Aon lower,Aon upper,Independents/Other (estimate),Ind/Oth lower,Ind/Oth upper
27/12/2021,,,,,,,,,,,,31.76%,30.16%,33.41%,22.10%,20.07%,24.24%,19.24%,17.55%,21.05%,4.62%,3.91%,5.26%,4.67%,3.83%,5.50%,2.91%,2.16%,3.61%,2.72%,2.06%,3.31%,1.81%,1.31%,2.22%,10.17%,8.43%,11.92%
28/12/2021,,,,,,,,,,,,31.76%,30.14%,33.36%,22.10%,20.10%,24.23%,19.27%,17.54%,21.03%,4.61%,3.91%,5.25%,4.66%,3.81%,5.47%,2.90%,2.17%,3.60%,2.72%,2.07%,3.31%,1.81%,1.30%,2.20%,10.18%,8.45%,11.91%
29/12/2021,,,,,,,,,,,,31.76%,30.16%,33.33%,22.09%,20.12%,24.23%,19.29%,17.54%,21.08%,4.61%,3.89%,5.25%,4.64%,3.82%,5.44%,2.90%,2.17%,3.60%,2.72%,2.07%,3.31%,1.81%,1.30%,2.21%,10.19%,8.57%,11.91%
30/12/2021,,,,,,,,,,,,31.76%,30.14%,33.38%,22.10%,20.12%,24.27%,19.31%,17.58%,21.06%,4.60%,3.89%,5.23%,4.62%,3.79%,5.45%,2.90%,2.17%,3.60%,2.72%,2.06%,3.31%,1.80%,1.29%,2.20%,10.19%,8.55%,11.93%
31/12/2021,,,,,,,,,,,,31.75%,30.13%,33.38%,22.10%,20.10%,24.13%,19.34%,17.59%,21.07%,4.60%,3.89%,5.24%,4.61%,3.78%,5.43%,2.89%,2.18%,3.56%,2.71%,2.06%,3.31%,1.80%,1.28%,2.20%,10.19%,8.54%,11.91%
01/01/2022,,,,,,,,,,,,31.75%,30.10%,33.36%,22.09%,20.12%,24.14%,19.37%,17.59%,21.10%,4.60%,3.89%,5.23%,4.59%,3.77%,5.41%,2.89%,2.17%,3.54%,2.71%,2.05%,3.31%,1.80%,1.30%,2.20%,10.21%,8.59%,11.92%
02/01/2022,,,,,,,,,,,,31.75%,30.15%,33.38%,22.08%,20.20%,24.09%,19.40%,17.64%,21.09%,4.59%,3.88%,5.21%,4.58%,3.76%,5.36%,2.88%,2.18%,3.55%,2.71%,2.05%,3.31%,1.79%,1.29%,2.19%,10.22%,8.61%,11.90%
03/01/2022,,,,,,,,,,,,31.74%,30.15%,33.34%,22.07%,20.19%,24.04%,19.43%,17.72%,21.11%,4.59%,3.86%,5.20%,4.56%,3.74%,5.33%,2.88%,2.18%,3.57%,2.71%,2.05%,3.31%,1.79%,1.29%,2.19%,10.23%,8.65%,11.86%
04/01/2022,,,,,,,,,,,,31.73%,30.13%,33.34%,22.06%,20.25%,23.96%,19.45%,17.81%,21.13%,4.58%,3.86%,5.19%,4.55%,3.74%,5.31%,2.87%,2.19%,3.54%,2.71%,2.06%,3.31%,1.79%,1.29%,2.19%,10.24%,8.74%,11.85%
05/01/2022,,,,,,,,,,,,31.73%,30.15%,33.34%,22.05%,20.33%,23.96%,19.48%,17.88%,21.13%,4.58%,3.85%,5.18%,4.53%,3.75%,5.29%,2.87%,2.19%,3.51%,2.71%,2.05%,3.31%,1.78%,1.28%,2.18%,10.26%,8.78%,11.82%
06/01/2022,,,,,,,,,,,,31.73%,30.16%,33.35%,22.06%,20.36%,23.92%,19.50%,17.89%,21.15%,4.57%,3.86%,5.17%,4.52%,3.74%,5.26%,2.86%,2.19%,3.52%,2.71%,2.07%,3.31%,1.78%,1.28%,2.18%,10.26%,8.80%,11.72%
07/01/2022,Ireland Thinks,1369,19,23,33,4,3,9,4,3,2,31.73%,30.14%,33.33%,22.05%,20.38%,23.87%,19.53%,18.01%,21.12%,4.57%,3.87%,5.17%,4.50%,3.73%,5.22%,2.86%,2.21%,3.50%,2.71%,2.06%,3.30%,1.78%,1.28%,2.18%,10.27%,8.86%,11.70%
08/01/2022,,,,,,,,,,,,31.72%,30.09%,33.31%,22.03%,20.40%,23.85%,19.54%,18.00%,21.09%,4.56%,3.87%,5.14%,4.49%,3.74%,5.22%,2.86%,2.19%,3.50%,2.71%,2.06%,3.31%,1.78%,1.27%,2.18%,10.30%,8.90%,11.73%
09/01/2022,,,,,,,,,,,,31.71%,30.11%,33.29%,22.02%,20.39%,23.82%,19.54%,17.98%,21.14%,4.55%,3.86%,5.14%,4.49%,3.71%,5.22%,2.86%,2.17%,3.49%,2.71%,2.06%,3.30%,1.78%,1.27%,2.19%,10.34%,8.89%,11.84%
10/01/2022,,,,,,,,,,,,31.71%,30.12%,33.29%,22.00%,20.37%,23.82%,19.54%,18.03%,21.12%,4.55%,3.85%,5.13%,4.48%,3.71%,5.20%,2.86%,2.17%,3.49%,2.71%,2.06%,3.30%,1.78%,1.27%,2.18%,10.37%,8.86%,11.90%
11/01/2022,,,,,,,,,,,,31.70%,30.13%,33.29%,21.99%,20.31%,23.78%,19.54%,18.04%,21.15%,4.54%,3.84%,5.13%,4.48%,3.70%,5.20%,2.86%,2.18%,3.47%,2.71%,2.06%,3.30%,1.78%,1.26%,2.17%,10.40%,8.94%,11.85%
12/01/2022,,,,,,,,,,,,31.70%,30.10%,33.28%,21.97%,20.29%,23.76%,19.55%,18.03%,21.16%,4.54%,3.85%,5.13%,4.47%,3.69%,5.21%,2.86%,2.19%,3.46%,2.71%,2.06%,3.30%,1.78%,1.26%,2.18%,10.43%,8.99%,11.88%
13/01/2022,,,,,,,,,,,,31.71%,30.09%,33.29%,21.94%,20.24%,23.75%,19.54%,18.02%,21.19%,4.54%,3.85%,5.12%,4.49%,3.72%,5.23%,2.87%,2.20%,3.49%,2.71%,2.06%,3.31%,1.78%,1.26%,2.18%,10.43%,8.95%,11.95%
14/01/2022,,,,,,,,,,,,31.72%,30.05%,33.31%,21.91%,20.16%,23.76%,19.53%,17.97%,21.20%,4.53%,3.84%,5.12%,4.50%,3.75%,5.26%,2.88%,2.22%,3.51%,2.70%,2.06%,3.31%,1.78%,1.26%,2.18%,10.44%,8.93%,12.05%
15/01/2022,,,,,,,,,,,,31.73%,30.09%,33.29%,21.87%,20.12%,23.72%,19.52%,17.97%,21.23%,4.53%,3.84%,5.12%,4.52%,3.80%,5.29%,2.90%,2.22%,3.54%,2.70%,2.06%,3.31%,1.78%,1.26%,2.18%,10.44%,8.95%,12.07%
16/01/2022,,,,,,,,,,,,31.74%,30.11%,33.32%,21.82%,20.08%,23.72%,19.51%,17.95%,21.22%,4.53%,3.83%,5.12%,4.53%,3.78%,5.31%,2.91%,2.23%,3.54%,2.70%,2.06%,3.31%,1.79%,1.25%,2.18%,10.46%,8.94%,12.16%
17/01/2022,,,,,,,,,,,,31.75%,30.09%,33.38%,21.79%,20.05%,23.64%,19.50%,17.94%,21.14%,4.53%,3.82%,5.13%,4.55%,3.81%,5.32%,2.92%,2.24%,3.59%,2.70%,2.06%,3.31%,1.79%,1.26%,2.18%,10.47%,8.92%,12.14%
18/01/2022,Behaviour & Attitudes,917,24,22,34,4,3,10,1,2,0,31.76%,30.09%,33.38%,21.74%,19.99%,23.60%,19.50%,17.95%,21.16%,4.52%,3.82%,5.13%,4.57%,3.82%,5.35%,2.93%,2.25%,3.60%,2.70%,2.06%,3.31%,1.79%,1.27%,2.19%,10.48%,8.92%,12.12%
19/01/2022,,,,,,,,,,,,31.78%,30.14%,33.41%,21.70%,19.91%,23.52%,19.49%,17.88%,21.08%,4.52%,3.82%,5.13%,4.58%,3.82%,5.34%,2.95%,2.28%,3.64%,2.70%,2.07%,3.31%,1.79%,1.26%,2.18%,10.48%,8.93%,12.14%
20/01/2022,,,,,,,,,,,,31.79%,30.15%,33.39%,21.67%,19.97%,23.51%,19.48%,17.90%,21.11%,4.52%,3.82%,5.13%,4.60%,3.83%,5.38%,2.97%,2.29%,3.65%,2.70%,2.06%,3.32%,1.79%,1.27%,2.18%,10.49%,8.94%,12.10%
21/01/2022,,,,,,,,,,,,31.80%,30.15%,33.36%,21.63%,19.92%,23.44%,19.47%,17.94%,21.08%,4.52%,3.83%,5.12%,4.62%,3.85%,5.40%,2.98%,2.29%,3.69%,2.70%,2.06%,3.31%,1.79%,1.27%,2.20%,10.50%,8.97%,12.11%
22/01/2022,,,,,,,,,,,,31.81%,30.17%,33.40%,21.59%,19.89%,23.38%,19.46%,17.90%,21.11%,4.51%,3.82%,5.11%,4.64%,3.86%,5.42%,2.99%,2.30%,3.69%,2.70%,2.06%,3.31%,1.80%,1.27%,2.20%,10.50%,8.98%,12.09%
23/01/2022,,,,,,,,,,,,31.82%,30.17%,33.39%,21.54%,19.84%,23.32%,19.46%,17.97%,21.08%,4.51%,3.82%,5.09%,4.65%,3.88%,5.45%,3.01%,2.32%,3.70%,2.70%,2.06%,3.31%,1.80%,1.28%,2.20%,10.51%,9.03%,12.04%
24/01/2022,,,,,,,,,,,,31.83%,30.17%,33.37%,21.51%,19.84%,23.30%,19.45%,17.97%,21.05%,4.51%,3.83%,5.09%,4.67%,3.89%,5.47%,3.02%,2.32%,3.72%,2.70%,2.05%,3.31%,1.80%,1.27%,2.19%,10.51%,9.04%,12.11%
25/01/2022,,,,,,,,,,,,31.82%,30.14%,33.39%,21.50%,19.83%,23.30%,19.47%,18.02%,21.06%,4.50%,3.82%,5.09%,4.67%,3.91%,5.49%,3.03%,2.32%,3.72%,2.70%,2.05%,3.31%,1.80%,1.27%,2.19%,10.51%,8.98%,12.08%
26/01/2022,Red C,1001,15,21,33,4,6,12,5,2,2,31.81%,30.16%,33.40%,21.50%,19.81%,23.29%,19.48%,18.00%,21.01%,4.50%,3.82%,5.08%,4.67%,3.91%,5.50%,3.03%,2.33%,3.71%,2.69%,2.06%,3.30%,1.80%,1.28%,2.19%,10.51%,8.99%,12.06%
27/01/2022,,,,,,,,,,,,31.81%,30.16%,33.38%,21.48%,19.83%,23.26%,19.50%,18.01%,21.10%,4.49%,3.81%,5.08%,4.68%,3.93%,5.48%,3.04%,2.33%,3.73%,2.69%,2.05%,3.31%,1.80%,1.28%,2.19%,10.50%,8.99%,12.07%
28/01/2022,,,,,,,,,,,,31.81%,30.16%,33.40%,21.47%,19.78%,23.28%,19.52%,18.00%,21.14%,4.49%,3.79%,5.08%,4.68%,3.92%,5.48%,3.05%,2.34%,3.75%,2.69%,2.06%,3.30%,1.80%,1.29%,2.19%,10.50%,8.97%,12.05%
29/01/2022,,,,,,,,,,,,31.80%,30.21%,33.37%,21.46%,19.79%,23.31%,19.54%,18.00%,21.13%,4.48%,3.80%,5.08%,4.68%,3.93%,5.46%,3.05%,2.34%,3.75%,2.69%,2.05%,3.31%,1.80%,1.29%,2.20%,10.50%,9.01%,12.04%
30/01/2022,,,,,,,,,,,,31.79%,30.20%,33.34%,21.45%,19.84%,23.23%,19.55%,18.03%,21.16%,4.48%,3.79%,5.08%,4.68%,3.91%,5.48%,3.06%,2.36%,3.74%,2.69%,2.05%,3.30%,1.80%,1.30%,2.20%,10.49%,8.94%,12.02%
31/01/2022,,,,,,,,,,,,31.79%,30.16%,33.32%,21.44%,19.79%,23.19%,19.58%,18.07%,21.14%,4.47%,3.79%,5.07%,4.68%,3.92%,5.50%,3.07%,2.37%,3.75%,2.69%,2.04%,3.31%,1.80%,1.30%,2.19%,10.49%,9.01%,12.04%
01/02/2022,,,,,,,,,,,,31.78%,30.16%,33.28%,21.43%,19.81%,23.17%,19.59%,18.11%,21.17%,4.46%,3.77%,5.06%,4.68%,3.93%,5.48%,3.07%,2.36%,3.77%,2.69%,2.05%,3.30%,1.80%,1.30%,2.18%,10.49%,9.01%,12.01%
02/02/2022,,,,,,,,,,,,31.78%,30.20%,33.25%,21.42%,19.79%,23.13%,19.60%,18.12%,21.14%,4.46%,3.76%,5.06%,4.68%,3.94%,5.48%,3.08%,2.38%,3.76%,2.68%,2.05%,3.30%,1.80%,1.30%,2.18%,10.49%,9.07%,11.95%
03/02/2022,,,,,,,,,,,,31.77%,30.22%,33.27%,21.43%,19.83%,23.20%,19.58%,18.11%,21.09%,4.45%,3.75%,5.06%,4.68%,3.95%,5.47%,3.08%,2.37%,3.79%,2.68%,2.05%,3.31%,1.81%,1.30%,2.19%,10.51%,9.05%,12.00%
04/02/2022,,,,,,,,,,,,31.77%,30.21%,33.27%,21.45%,19.80%,23.19%,19.56%,18.10%,21.05%,4.45%,3.76%,5.06%,4.68%,3.94%,5.47%,3.08%,2.35%,3.79%,2.68%,2.04%,3.31%,1.81%,1.31%,2.19%,10.52%,9.07%,12.03%
05/02/2022,Ireland Thinks,1086,17,23,32,3,4,10,5,3,3,31.77%,30.21%,33.29%,21.46%,19.82%,23.18%,19.53%,18.08%,21.02%,4.44%,3.75%,5.05%,4.68%,3.93%,5.47%,3.08%,2.36%,3.80%,2.69%,2.04%,3.31%,1.81%,1.32%,2.20%,10.54%,9.11%,12.03%
06/02/2022,,,,,,,,,,,,31.78%,30.20%,33.25%,21.44%,19.77%,23.16%,19.56%,18.08%,21.05%,4.44%,3.75%,5.05%,4.68%,3.92%,5.48%,3.07%,2.34%,3.79%,2.69%,2.03%,3.31%,1.81%,1.31%,2.20%,10.53%,9.04%,12.04%
07/02/2022,,,,,,,,,,,,31.79%,30.21%,33.26%,21.42%,19.77%,23.16%,19.58%,18.08%,21.13%,4.44%,3.77%,5.05%,4.68%,3.94%,5.47%,3.07%,2.32%,3.79%,2.69%,2.04%,3.31%,1.82%,1.32%,2.21%,10.51%,8.99%,12.04%
08/02/2022,Behaviour & Attitudes,928,25,20,34,4,5,9,2,1,0,31.80%,30.25%,33.28%,21.40%,19.65%,23.18%,19.60%,18.08%,21.17%,4.44%,3.76%,5.04%,4.67%,3.90%,5.48%,3.07%,2.33%,3.79%,2.69%,2.03%,3.31%,1.82%,1.32%,2.22%,10.50%,8.95%,12.15%
09/02/2022,,,,,,,,,,,,31.81%,30.23%,33.30%,21.37%,19.67%,23.14%,19.63%,18.12%,21.17%,4.44%,3.75%,5.04%,4.67%,3.90%,5.48%,3.06%,2.32%,3.79%,2.69%,2.02%,3.31%,1.82%,1.32%,2.22%,10.50%,8.95%,12.13%
10/02/2022,,,,,,,,,,,,31.82%,30.24%,33.34%,21.35%,19.63%,23.21%,19.65%,18.16%,21.25%,4.44%,3.74%,5.04%,4.66%,3.88%,5.48%,3.06%,2.33%,3.77%,2.69%,2.03%,3.31%,1.83%,1.32%,2.22%,10.49%,8.91%,12.15%
11/02/2022,,,,,,,,,,,,31.84%,30.26%,33.39%,21.33%,19.65%,23.15%,19.67%,18.12%,21.29%,4.44%,3.75%,5.04%,4.66%,3.87%,5.46%,3.06%,2.32%,3.79%,2.70%,2.03%,3.32%,1.83%,1.33%,2.21%,10.48%,8.85%,12.13%
12/02/2022,,,,,,,,,,,,31.85%,30.29%,33.39%,21.31%,19.61%,23.10%,19.70%,18.19%,21.33%,4.45%,3.75%,5.04%,4.65%,3.88%,5.46%,3.05%,2.32%,3.78%,2.70%,2.02%,3.32%,1.84%,1.34%,2.22%,10.46%,8.82%,12.13%
13/02/2022,,,,,,,,,,,,31.86%,30.30%,33.35%,21.28%,19.57%,23.07%,19.72%,18.20%,21.37%,4.45%,3.74%,5.04%,4.65%,3.88%,5.47%,3.05%,2.31%,3.77%,2.70%,2.03%,3.32%,1.84%,1.35%,2.22%,10.46%,8.81%,12.14%
14/02/2022,,,,,,,,,,,,31.87%,30.31%,33.40%,21.26%,19.53%,23.10%,19.74%,18.22%,21.34%,4.45%,3.74%,5.04%,4.64%,3.86%,5.46%,3.04%,2.31%,3.78%,2.70%,2.02%,3.32%,1.84%,1.34%,2.23%,10.45%,8.79%,12.12%
15/02/2022,,,,,,,,,,,,31.88%,30.30%,33.41%,21.24%,19.51%,23.08%,19.77%,18.18%,21.39%,4.45%,3.74%,5.04%,4.64%,3.88%,5.42%,3.04%,2.32%,3.77%,2.70%,2.04%,3.32%,1.84%,1.35%,2.22%,10.44%,8.78%,12.07%
16/02/2022,,,,,,,,,,,,31.89%,30.33%,33.43%,21.22%,19.48%,23.03%,19.79%,18.25%,21.41%,4.45%,3.74%,5.05%,4.64%,3.88%,5.43%,3.04%,2.32%,3.77%,2.70%,2.04%,3.32%,1.85%,1.36%,2.23%,10.43%,8.81%,12.05%
17/02/2022,,,,,,,,,,,,31.90%,30.30%,33.45%,21.20%,19.47%,23.00%,19.82%,18.26%,21.42%,4.45%,3.75%,5.05%,4.63%,3.88%,5.46%,3.03%,2.32%,3.74%,2.71%,2.04%,3.32%,1.85%,1.37%,2.23%,10.41%,8.79%,12.03%
18/02/2022,,,,,,,,,,,,31.91%,30.33%,33.44%,21.18%,19.43%,22.97%,19.84%,18.27%,21.40%,4.45%,3.75%,5.05%,4.63%,3.87%,5.44%,3.03%,2.31%,3.75%,2.71%,2.03%,3.33%,1.85%,1.37%,2.23%,10.40%,8.83%,12.02%
19/02/2022,,,,,,,,,,,,31.93%,30.35%,33.47%,21.15%,19.43%,22.92%,19.86%,18.28%,21.44%,4.45%,3.76%,5.04%,4.62%,3.88%,5.45%,3.03%,2.32%,3.73%,2.71%,2.05%,3.33%,1.86%,1.37%,2.23%,10.40%,8.82%,12.00%
20/02/2022,,,,,,,,,,,,31.94%,30.40%,33.45%,21.12%,19.42%,22.86%,19.89%,18.35%,21.45%,4.45%,3.75%,5.03%,4.62%,3.87%,5.43%,3.02%,2.33%,3.71%,2.71%,2.06%,3.33%,1.86%,1.37%,2.24%,10.39%,8.83%,12.01%
21/02/2022,,,,,,,,,,,,31.96%,30.39%,33.46%,21.10%,19.43%,22.77%,19.91%,18.36%,21.44%,4.45%,3.75%,5.03%,4.61%,3.88%,5.43%,3.02%,2.34%,3.70%,2.71%,2.06%,3.33%,1.87%,1.37%,2.25%,10.37%,8.88%,11.94%
22/02/2022,,,,,,,,,,,,31.95%,30.37%,33.47%,21.14%,19.46%,22.83%,19.91%,18.36%,21.52%,4.44%,3.75%,5.03%,4.60%,3.85%,5.39%,3.02%,2.34%,3.69%,2.71%,2.05%,3.33%,1.87%,1.39%,2.25%,10.35%,8.86%,12.02%
23/02/2022,Red C,1001,17,20,33,4,5,12,4,3,2,31.94%,30.40%,33.44%,21.18%,19.49%,22.90%,19.90%,18.35%,21.45%,4.44%,3.76%,5.02%,4.59%,3.85%,5.38%,3.02%,2.32%,3.70%,2.71%,2.06%,3.33%,1.87%,1.39%,2.24%,10.34%,8.86%,11.98%
24/02/2022,,,,,,,,,,,,31.93%,30.40%,33.43%,21.22%,19.52%,22.97%,19.90%,18.33%,21.51%,4.44%,3.75%,5.01%,4.58%,3.84%,5.37%,3.02%,2.34%,3.69%,2.71%,2.06%,3.33%,1.87%,1.40%,2.24%,10.33%,8.82%,11.94%
25/02/2022,,,,,,,,,,,,31.93%,30.41%,33.42%,21.25%,19.48%,22.96%,19.92%,18.34%,21.54%,4.43%,3.74%,5.03%,4.57%,3.83%,5.36%,3.02%,2.33%,3.67%,2.71%,2.05%,3.32%,1.87%,1.39%,2.25%,10.31%,8.79%,11.90%
26/02/2022,,,,,,,,,,,,31.92%,30.40%,33.40%,21.28%,19.51%,23.04%,19.92%,18.35%,21.55%,4.43%,3.75%,5.01%,4.56%,3.82%,5.35%,3.01%,2.35%,3.65%,2.71%,2.05%,3.33%,1.88%,1.40%,2.26%,10.29%,8.77%,11.89%
27/02/2022,,,,,,,,,,,,31.91%,30.39%,33.39%,21.32%,19.58%,23.08%,19.92%,18.35%,21.50%,4.42%,3.74%,5.01%,4.54%,3.82%,5.32%,3.01%,2.34%,3.67%,2.71%,2.05%,3.32%,1.88%,1.40%,2.26%,10.28%,8.74%,11.84%
28/02/2022,,,,,,,,,,,,31.90%,30.43%,33.36%,21.36%,19.61%,23.14%,19.92%,18.33%,21.50%,4.42%,3.75%,5.01%,4.53%,3.83%,5.28%,3.01%,2.33%,3.67%,2.71%,2.04%,3.32%,1.88%,1.41%,2.25%,10.26%,8.75%,11.83%
01/03/2022,,,,,,,,,,,,31.90%,30.44%,33.34%,21.40%,19.65%,23.13%,19.92%,18.41%,21.52%,4.42%,3.73%,5.01%,4.52%,3.83%,5.29%,3.01%,2.34%,3.67%,2.71%,2.05%,3.32%,1.88%,1.41%,2.27%,10.25%,8.77%,11.80%
02/03/2022,,,,,,,,,,,,31.89%,30.45%,33.33%,21.43%,19.73%,23.12%,19.93%,18.40%,21.48%,4.41%,3.74%,5.00%,4.51%,3.80%,5.24%,3.00%,2.35%,3.63%,2.71%,2.06%,3.32%,1.89%,1.42%,2.26%,10.23%,8.81%,11.71%
03/03/2022,,,,,,,,,,,,31.92%,30.45%,33.37%,21.37%,19.68%,23.05%,19.95%,18.44%,21.51%,4.42%,3.75%,5.00%,4.51%,3.80%,5.27%,3.02%,2.37%,3.69%,2.71%,2.06%,3.32%,1.89%,1.43%,2.26%,10.22%,8.78%,11.73%
04/03/2022,Ireland Thinks,1011,20,21,31,3,4,9,6,4,2,31.94%,30.45%,33.41%,21.31%,19.69%,22.96%,19.98%,18.44%,21.52%,4.42%,3.76%,5.00%,4.50%,3.79%,5.27%,3.05%,2.38%,3.72%,2.71%,2.06%,3.32%,1.89%,1.42%,2.26%,10.20%,8.79%,11.66%
05/03/2022,,,,,,,,,,,,31.96%,30.47%,33.45%,21.29%,19.58%,22.98%,19.97%,18.45%,21.56%,4.43%,3.76%,5.01%,4.49%,3.77%,5.25%,3.06%,2.39%,3.75%,2.71%,2.05%,3.32%,1.89%,1.43%,2.27%,10.20%,8.74%,11.72%
06/03/2022,,,,,,,,,,,,31.99%,30.48%,33.55%,21.27%,19.57%,23.02%,19.95%,18.42%,21.56%,4.44%,3.76%,5.02%,4.48%,3.74%,5.25%,3.06%,2.38%,3.78%,2.71%,2.05%,3.33%,1.90%,1.44%,2.28%,10.20%,8.72%,11.79%
07/03/2022,,,,,,,,,,,,32.01%,30.52%,33.57%,21.24%,19.51%,23.01%,19.95%,18.38%,21.62%,4.44%,3.75%,5.03%,4.47%,3.74%,5.22%,3.07%,2.39%,3.80%,2.71%,2.06%,3.33%,1.90%,1.45%,2.28%,10.21%,8.72%,11.82%
08/03/2022,Behaviour & Attitudes,928,23,24,33,3,4,9,1,2,1,32.03%,30.56%,33.60%,21.21%,19.45%,23.00%,19.95%,18.39%,21.61%,4.45%,3.77%,5.03%,4.46%,3.73%,5.24%,3.08%,2.40%,3.82%,2.71%,2.05%,3.33%,1.91%,1.46%,2.29%,10.20%,8.71%,11.85%
09/03/2022,,,,,,,,,,,,32.06%,30.53%,33.64%,21.17%,19.37%,22.98%,19.94%,18.37%,21.61%,4.46%,3.80%,5.03%,4.45%,3.69%,5.23%,3.10%,2.39%,3.85%,2.71%,2.04%,3.33%,1.91%,1.46%,2.29%,10.21%,8.63%,11.84%
10/03/2022,,,,,,,,,,,,32.08%,30.56%,33.62%,21.15%,19.37%,22.93%,19.93%,18.31%,21.63%,4.47%,3.80%,5.05%,4.44%,3.72%,5.22%,3.10%,2.40%,3.86%,2.71%,2.04%,3.33%,1.91%,1.47%,2.30%,10.21%,8.60%,11.84%
11/03/2022,,,,,,,,,,,,32.10%,30.60%,33.65%,21.12%,19.31%,22.97%,19.92%,18.37%,21.62%,4.47%,3.81%,5.05%,4.43%,3.66%,5.20%,3.11%,2.40%,3.87%,2.71%,2.03%,3.34%,1.92%,1.48%,2.30%,10.21%,8.61%,11.89%
12/03/2022,,,,,,,,,,,,32.13%,30.60%,33.72%,21.09%,19.24%,22.99%,19.90%,18.30%,21.61%,4.48%,3.84%,5.06%,4.42%,3.65%,5.19%,3.12%,2.40%,3.88%,2.71%,2.03%,3.34%,1.92%,1.48%,2.29%,10.21%,8.60%,11.92%
13/03/2022,,,,,,,,,,,,32.16%,30.62%,33.70%,21.06%,19.25%,22.91%,19.89%,18.28%,21.59%,4.49%,3.84%,5.08%,4.41%,3.65%,5.21%,3.13%,2.40%,3.89%,2.71%,2.04%,3.34%,1.92%,1.47%,2.29%,10.22%,8.59%,11.89%
14/03/2022,,,,,,,,,,,,32.18%,30.61%,33.75%,21.03%,19.22%,22.85%,19.88%,18.27%,21.55%,4.50%,3.86%,5.08%,4.41%,3.66%,5.23%,3.14%,2.41%,3.89%,2.71%,2.03%,3.33%,1.93%,1.49%,2.30%,10.22%,8.65%,11.92%
15/03/2022,,,,,,,,,,,,32.20%,30.67%,33.78%,21.00%,19.18%,22.84%,19.88%,18.28%,21.54%,4.51%,3.88%,5.10%,4.40%,3.63%,5.20%,3.15%,2.42%,3.92%,2.71%,2.03%,3.34%,1.93%,1.49%,2.32%,10.22%,8.65%,11.96%
16/03/2022,,,,,,,,,,,,32.23%,30.67%,33.82%,20.97%,19.23%,22.80%,19.87%,18.29%,21.54%,4.52%,3.89%,5.10%,4.39%,3.63%,5.18%,3.16%,2.43%,3.94%,2.71%,2.02%,3.34%,1.93%,1.48%,2.31%,10.23%,8.60%,11.93%
17/03/2022,,,,,,,,,,,,32.26%,30.64%,33.80%,20.94%,19.19%,22.75%,19.85%,18.26%,21.52%,4.53%,3.88%,5.10%,4.38%,3.61%,5.15%,3.17%,2.44%,3.96%,2.71%,2.02%,3.34%,1.94%,1.50%,2.32%,10.23%,8.64%,11.87%
18/03/2022,,,,,,,,,,,,32.28%,30.69%,33.82%,20.91%,19.17%,22.70%,19.84%,18.25%,21.44%,4.53%,3.91%,5.13%,4.37%,3.61%,5.14%,3.18%,2.45%,3.95%,2.70%,2.02%,3.34%,1.94%,1.50%,2.32%,10.23%,8.63%,11.93%
19/03/2022,,,,,,,,,,,,32.32%,30.74%,33.84%,20.88%,19.12%,22.65%,19.82%,18.23%,21.41%,4.54%,3.91%,5.12%,4.37%,3.61%,5.14%,3.19%,2.45%,3.99%,2.70%,2.02%,3.34%,1.95%,1.50%,2.33%,10.23%,8.67%,11.89%
20/03/2022,,,,,,,,,,,,32.34%,30.77%,33.87%,20.86%,19.16%,22.57%,19.81%,18.26%,21.42%,4.55%,3.91%,5.13%,4.36%,3.57%,5.11%,3.20%,2.46%,4.00%,2.70%,2.02%,3.34%,1.95%,1.51%,2.32%,10.23%,8.68%,11.85%
21/03/2022,,,,,,,,,,,,32.37%,30.81%,33.88%,20.83%,19.11%,22.53%,19.80%,18.31%,21.32%,4.56%,3.93%,5.14%,4.35%,3.58%,5.11%,3.21%,2.46%,4.01%,2.70%,2.02%,3.34%,1.96%,1.52%,2.33%,10.22%,8.69%,11.80%
22/03/2022,,,,,,,,,,,,32.37%,30.81%,33.88%,20.88%,19.14%,22.64%,19.79%,18.28%,21.31%,4.56%,3.92%,5.13%,4.33%,3.55%,5.08%,3.21%,2.46%,4.01%,2.70%,2.01%,3.34%,1.96%,1.52%,2.33%,10.20%,8.67%,11.74%
23/03/2022,Red C,1001,16,19,33,5,5,12,5,3,2,32.37%,30.81%,33.86%,20.93%,19.16%,22.72%,19.79%,18.26%,21.32%,4.56%,3.93%,5.13%,4.31%,3.54%,5.10%,3.21%,2.46%,4.03%,2.70%,2.00%,3.34%,1.96%,1.52%,2.33%,10.18%,8.62%,11.77%
24/03/2022,,,,,,,,,,,,32.37%,30.82%,33.89%,20.98%,19.25%,22.81%,19.78%,18.25%,21.31%,4.56%,3.93%,5.13%,4.29%,3.54%,5.06%,3.21%,2.46%,4.04%,2.69%,2.00%,3.34%,1.96%,1.53%,2.34%,10.15%,8.60%,11.72%
